Hanja,mean,sound,meanFiveElements,soundFiveElements
怕,"두려워할, 두려워하다 , 부끄러워하다 좋지않은 의미 문자 ",파,화,수
蝕,"좀먹을, 좀먹다 , 갉아 먹다 , 일식 , 월식 좋지않은 의미 문자 ",식,수,금목
悶,"답답할, 번민하다, 번민, 어둡다 좋지않은 의미 문자 ",민,화,수화
殉,"순장, 따라 죽다, 순장하다 , 바치다 , 따르다 , 추구하다 좋지않은 의미 문자 ",순,수,금화
蠹,"좀, 좀 , 나무좀 , 쐐기 , 좀먹다 좋지않은 의미 문자 ",두,수,화
揷,"꽂을, 꽂다, 가래 좋지않은 의미 문자 ",삽,목,금수
逋,"도망갈, 달아나다, 체납하다, 체납한 조세 좋지않은 의미 문자 ",포,토,수
譙,"꾸짖을, 꾸짖다 , 책망하다 , 해지다 , 상하다 , 문루 좋지않은 의미 문자 ",초,금,금
塵,"티끌, 티끌, 때, 더럽히다, 묵다, 유업, 때(시간) 좋지않은 의미 문자 ",진,토,금화
枷,"칼, 칼 , 도리깨(추수하는 농기구) 좋지않은 의미 문자 ",가,목,목
陡,"험할, 험하다 , 높이 솟다 , 갑자기 , 땅의 이름 좋지않은 의미 문자 ",두,토,화
濘,"진창(질퍽한곳), 진창(땅이 질퍽질퍽) , 물이 끓는 모양 좋지않은 의미 문자 ",녕,수,화토
斥,"내칠, 물리치다, 가리키다, 나타나다, 엿보다, 넓히다 좋지않은 의미 문자 ",척,금,금목
愕,"놀랄, 깜짝 놀라다 좋지않은 의미 문자 ",악,화,토목
磔,"찢을, 찢다 , 찢어 죽이다 , 빳빳하다 , 내던지다 , 벌이다, 필법의 하나 좋지않은 의미 문자 ",책,금,금목
疙,"쥐부스럼, 쥐부스럼 , 머리 종기 , 어리석다 좋지않은 의미 문자 ",흘,수,토화
剔,"뼈바를, (뼈를) 바르다, 베다, 깎다, 버리다 좋지않은 의미 문자 ",척,금,금목
胎,"잉태할, 아이를 배다, 잉태하다 좋지않은 의미 문자 ",태,수,화
恥,"부끄러울, 부끄러워하다, 부끄럼, 욕보이다 좋지않은 의미 문자 ",치,화,금
麌,"수사슴, 수사슴 , 떼 짓다 좋지않은 의미 문자 ",우,토,토
傴,"구부릴, 구부리다 , 허리를 굽히다 , 불쌍히 여기다 , 공경 좋지않은 의미 문자 ",구,화,목
厭,"싫어할, 싫어하다, 물리다, 마음에 차다, 막다, 조용하다, 가리다, 가위 눌리다 좋지않은 의미 문자 ",염,토,토수
颶,"구풍(폭풍), 구풍, 맹렬한 폭풍 좋지않은 의미 문자 ",구,금,목
迫,"핍박할, 닥치다, 가까이 하다, 궁하다, 핍박하다, 줄어들다, 좁다, 좁아지다 좋지않은 의미 문자 ",박,토,수목
藏,"감출, 감추다, 숨다, 곳집, 오장, 서장의 약칭 좋지않은 의미 문자 ",장,목,금토
戳,"찌를, 찌르다 , 끝이 뾰족한 것으로 찌르다 , 도장을 찍다 , 도장 좋지않은 의미 문자 ",착,금,금목
咍,"비웃을, 비웃다, 즐기다, 기뻐하다 좋지않은 의미 문자 ",해,수,토
覷,"엿볼, 엿보다 , 노리다 , 보다 , 거칠다 , 촘촘하지 않다 좋지않은 의미 문자 ",처,화,금
靆,"구름 낄, 구름 끼다 , 흐리다 , 구름이 해를 덮다 , 밝지 아니하다 , 구름이 성한 모양 좋지않은 의미 문자 ",체,수,금
消,"사라질, 사라지다 , 삭이다 , 없애다, 녹이다 , 줄어들다 , 소모하다 좋지않은 의미 문자 ",소,수,금
淺,"물얕을, 얕다, 고루하다, 견문이 좁다, 범의 가죽 좋지않은 의미 문자 ",천,수,금화
驘,"노새(암말과수나귀 사이에 난 튀기), 노새(암말과수나귀 사이에 난 튀기) 좋지않은 의미 문자 ",라,화,화
悻,"성낼, 성내다 , 고집스럽다 , 강직하다 좋지않은 의미 문자 ",행,화,토
离,"떠날, 떠나다, 떼어놓다, 떨어지다, 갈라지다, 흩어지다, 분산하다 좋지않은 의미 문자 ",리,화,화
冂,"멀, 멀다 , 비다, 먼곳 좋지않은 의미 문자 ",경,화,목토
疣,"혹, 혹 , 사마귀 좋지않은 의미 문자 ",우,수,토
貰,"빌릴, 세내다, 놓아주다, 외상으로 사다 , 관대하게 대하다 , 외상 좋지않은 의미 문자 ",세,금,금
儓,"하인, 하인, 심부름꾼 , 집사 , 가신 , 농부 , 농사꾼 좋지않은 의미 문자 ",대,화,화
凅,"얼,엉길, 얼다 , 엉기다 좋지않은 의미 문자 ",고,수,목
瞽,"소경,장님, 소경 , 악인 , 시력을 잃다 ,어둡다 , 어리석 좋지않은 의미 문자 ",고,목,목
溏,"진창,진흙, 땅이 질어서 질퍽질퍽하게 된 곳 , 진흙 좋지않은 의미 문자 ",당,수,화토
遁,"피할, 숨다 , 달아나다 , 피하다, 회피하다 좋지않은 의미 문자 ",둔,토,화
貓,"고양이, 고양이 , 살쾡이 , 삵 , 묘족 좋지않은 의미 문자 ",묘,수,수
蜋,"사마귀, 사마귀, 버마재비 좋지않은 의미 문자 ",낭,수,화토
佹,"괴이할, 괴이하다, 속이다 , 어그러지다 , 거스르다 , 포개다, 거의, 문득 좋지않은 의미 문자 ",궤,화,목
鈴,"방울, 방울 좋지않은 의미 문자 ",영,금,토
獜,"튼튼할,기린, 튼튼하다, 건장하다, 개 짖는 소리, 기린 좋지않은 의미 문자 ",린,토,화
枉,"굽을, 굽다, 굽히다, 사특하다, 능멸하다 좋지않은 의미 문자 ",왕,목,토
欸,"한숨 쉴, 한숨 쉬다 , 탄식하다 , 험담하다 , 성난 소리 좋지않은 의미 문자 ",애,화,토
觚,"술잔,네모, 술잔 , 모 , 네모 , 대쪽 , 법 , 홀로 좋지않은 의미 문자 ",고,목,목
孀,"홀어머니, 홀어머니 , 과부 , 수절하다 좋지않은 의미 문자 ",상,토,금토
微,"작을, 작다, 정묘(은밀 희미)하다, 천하다, 쇠하다, 숨기다, 아니다, 없다, 조금, 몰래 좋지않은 의미 문자 ",미,화,수
痎,"학질, 학질(열병) , 옴(피부병) 좋지않은 의미 문자 ",해,수,토
渴,"목마를, 목이 마르다, 갈증, 서두르다 좋지않은 의미 문자 ",갈,수,목화
削,"깎을, 깎다, 빼앗다, 지근대다, 약해지다, 작다, 모질다, 창칼 좋지않은 의미 문자 ",삭,금,금목
螣,"등사(동물), 전설상의 동물 좋지않은 의미 문자 ",등,수,화토
駘,"둔마, 둔마(둔한 말) , 벗다 , 추하다 좋지않은 의미 문자 ",태,화,화
湮,"묻힐, 잠기다, 막히다, 통하지 않다, 스미다 좋지않은 의미 문자 ",인,수,토화
蔕,"꼭지, 꼭지 , 꽃받침 , 성의 하나 , 밑 , 가시 좋지않은 의미 문자 ",체,목,금
霉,"매우,곰팡이, 매우 , 곰팡이 , 창병 좋지않은 의미 문자 ",매,수,수
鶵,"난새(상상의 새), 난새 , 새 새끼 좋지않은 의미 문자 ",추,화,금
濺,"흩뿌릴,더럽힐, 흩뿌리다 , 더럽히다 , 물 빨리 흐르는 모양 , 더운 물 뿌리다 좋지않은 의미 문자 ",천,수,금화
蠕,"꿈틀거릴, 꿈틀거리다 , 벌레가 움직이는 모양 좋지않은 의미 문자 ",연,수,토화
鹿,"사슴, 사슴, 곳집(方形의 米倉), 산기슭 불용문자좋지않은 의미 문자 ",록,토,화목
縛,"얽을, 묶다, 포승, 얽다 좋지않은 의미 문자 ",박,목,수목
猝,"갑자기, 갑자기, 갑작스럽게 좋지않은 의미 문자 ",졸,토,금화
臑,"팔꿈치, 삶다 , 팔뼈 좋지않은 의미 문자 ",노,수,화
魔,"마귀, 마귀 , 마라, 마술 좋지않은 의미 문자 ",마,화,수
瘤,"혹, 혹 좋지않은 의미 문자 ",류,수,화
緬,"멀, 가는 실, 멀다, 생각하다, 나라 이름 좋지않은 의미 문자 ",면,목,수화
唾,"침, 침(을 뱉다) 좋지않은 의미 문자 ",타,수,화
嬲,"희롱할, 희롱하다 , 놀리다 , 어지럽게 하다 좋지않은 의미 문자 ",요,토,토
勺,"구기,잔, 구기, 잔질하다 좋지않은 의미 문자 ",작,금,금목
搖,"흔들, 흔들다 , 흔들리다 , 움직이다 , 오르다, 멀다 좋지않은 의미 문자 ",요,목,토
䦞,"윤달, 윤달, 잉여, 정통이 아닌 임금의 자리 좋지않은 의미 문자 ",윤,목,토화
滅,"멸할, 멸망하다, 다하다, 멸하다, 죽다, 꺼지다 좋지않은 의미 문자 ",멸,수,수화
稚,"어릴, 어리다, 어린애 좋지않은 의미 문자 ",치,목,금
刲,"찌를, 찌르다 , 잡다 , 죽이다 , 뻐개다 , 베어 가르다 , 취하다 좋지않은 의미 문자 ",규,금,목
奌,"점찍을, 점, 흠, 얼룩, 물방울, 권점 좋지않은 의미 문자 ",점,목,금수
糞,"똥, 대변, 거름을 주다, 더럽다, 쓸다, 치다 제거하다 좋지않은 의미 문자 ",분,목,수화
脫,"벗을, 벗(기)다, 벗어나(게하)다, 풀다, 빠지다, 빠뜨리다, 떨어지다, 소홀하다 좋지않은 의미 문자 ",탈,수,화
縲,"포승,밧줄, 포승 , 묶다 , 포승 좋지않은 의미 문자 ",류,목,화
診,"볼, 보다, 점치다 좋지않은 의미 문자 ",진,금,금화
哨,"망볼, 망보다, 작다, 잘다, 병제(兵制)의 하나, 파수병 좋지않은 의미 문자 ",초,수,금
恟,"두려워할, 두려워하다, 모질고 사납다 , 떠들썩하다 좋지않은 의미 문자 ",흉,화,토
懊,"한할, 한하다, 괴로워하다, 뱃노래, 고기잡이하는 노래 좋지않은 의미 문자 ",오,화,토
痔,"치질, 치질(항문에 나는 병) 좋지않은 의미 문자 ",치,수,금
陰,"그늘, 음기, 어둠, 그늘, 그림자, 뒤 좋지않은 의미 문자 ",음,토,토수성(姓)씨 사용
俑,"목우,나무인형, 목우 , 허수아비 , 아프다 좋지않은 의미 문자 ",용,화,토
珌,"칼장식할, 차는 칼의 아래쪽의 장식 좋지않은 의미 문자 ",필,금,수화
佯,"거짓, 거짓 , 득의한 모양 , 가장하다, 속이다 좋지않은 의미 문자 ",양,화,토
淈,"흐릴, 흐리다 , 어지러워지다 , 다하다 , 다스리다 , 진흙 좋지않은 의미 문자 ",굴,수,목화
疳,"감질(질병의 종류), 감병, 음식창 좋지않은 의미 문자 ",감,수,목수
豨,"돼지, 돼지, (돼지가)달리다 좋지않은 의미 문자 ",희,수,토
輓,"애도할, (수레를) 끌다, 만사(사람의 죽음을 애도하는 말) 좋지않은 의미 문자 ",만,화,수화
鶬,"재두루미, 재두루미 , 꾀꼬리 , 왜가리 , 문덕 좋지않은 의미 문자 ",창,화,금토
媿,"부끄러울, 부끄럽다 , 부끄러워하다 , 수치 좋지않은 의미 문자 ",괴,토,목
冢,"무덤, 무덤, 산꼭대기, 봉토 좋지않은 의미 문자 ",총,목,금토
侮,"업신여길, 업신여기다, 조롱하다 좋지않은 의미 문자 ",모,화,수
缿,"투서함, 투서함 , 항통 좋지않은 의미 문자 ",항,토,토
抵,"막을, 막다, 닥뜨리다, 겨루다, 다다르다, 당하다, 던지다, 무릇, 치다 좋지않은 의미 문자 ",저,목,금
哱,"어지러울, 어지럽다 , 숨내쉬는 소리 , 소리 , 바라 좋지않은 의미 문자 ",발,수,수화
愍,"슬플, 근심하다, 가엾어하다 좋지않은 의미 문자 ",민,화,수화
膿,"고름, 고름, 썩어 문드러지다 좋지않은 의미 문자 ",농,수,화토
倀,"갈팡질팡할,귀신 이름, 갈팡질팡하다 , 쓰러지다, 성기다 , 길을 잃다 , 홀로 서다 좋지않은 의미 문자 ",창,화,금토
鴙,"꿩, 좋지않은 의미 문자 ",치,화,금
屨,"신(신발), 신 , 짚신 , 가죽신 , 신다 , 자주 , 여러 좋지않은 의미 문자 ",구,수,목
腒,"날짐승 포(말린 고기), 날짐승 포 , 말린 새고기 좋지않은 의미 문자 ",거,수,목
歔,"흐느낄, 흐느끼다 , 두려워하다 , 숨내쉬다 좋지않은 의미 문자 ",허,화,토
貪,"탐낼, 탐내다 , 희망하다 , 자초하다 좋지않은 의미 문자 ",탐,금,화수
魎,"도깨비, 도깨비 , 사람을 괴롭히는 사령ㆍ원령 좋지않은 의미 문자 ",량,화,화토
匧,"상자, 상자 , 네모난 상자 좋지않은 의미 문자 ",협,목,토수
魑,"도깨비, 도깨비 , 산의 요괴 , 도깨비 , 산의 요괴 좋지않은 의미 문자 ",리,화,화
虞,"염려할, 생각하다, 근심, 잘못, 편안하다, 즐기다, 우제 좋지않은 의미 문자 ",우,목,토
孡,"아이 밸, 아이를 배다 좋지않은 의미 문자 ",태,수,화
閨,"안방, 도장방(부녀자가 거쳐하는 방), 침실, 부녀자, 남녀 관계, 협문, 작은문 좋지않은 의미 문자 ",규,목,목
退,"물러갈, 물러나다, 물리치다 좋지않은 의미 문자 ",퇴,토,화
愬,"하소연할, 하소연하다 , 참소하다 좋지않은 의미 문자 ",소,화,금
刹,"절, 절, 기둥, (불)탑 좋지않은 의미 문자 ",찰,금,금화
熄,"불 꺼질, 불이 꺼지다 , 불 묻어두다 , 없어지다, 그치다, 망하다 좋지않은 의미 문자 ",식,화,금목
醴,"단술, 단술, 감주, 달다 좋지않은 의미 문자 ",례,금,화
駑,"둔한 말, 느리다, 미련하다, 무디다 좋지않은 의미 문자 ",노,화,화
涎,"침(액체), 침, 끈끈한 액체 좋지않은 의미 문자 ",연,수,토화
肚,"배, 배 , 복부 , 마음 좋지않은 의미 문자 ",두,수,화
狩,"사냥할, 사냥, 사냥하다, 임소 임지, 순행 좋지않은 의미 문자 ",수,토,금
兕,"외뿔소, 외뿔소 , 무소의 암컷 좋지않은 의미 문자 ",시,목,금
膩,"미끄러울, 기름지다, 매끄럽다, 물리다 좋지않은 의미 문자 ",니,수,화
諜,"염탐할, 염탐하다, 염탐꾼, 문서(牒), 재재거리다 좋지않은 의미 문자 ",첩,금,금수
僻,"궁벽할, 후미지다, 치우치다, 간사하다 좋지않은 의미 문자 ",벽,화,수목
卜,"점, 점,; 점치다, 점장이, 주다, 상고하다 좋지않은 의미 문자 ",복,화,수목성(姓)씨 사용
悚,"두려울, 두려워하다, 공경하다 , 기뻐하다 , 꼿꼿이 서다 좋지않은 의미 문자 ",송,화,금토
㦶,"사나울, 사납다 , 날래다 좋지않은 의미 문자 ",용,금,토
汝,"너, 너 , 물의 이름 좋지않은 의미 문자 ",여,수,토성(姓)씨 사용
獼,"원숭이, 원숭이 좋지않은 의미 문자 ",미,토,수
拉,"끌, 꺾다, 끌다, 데려가다, 끌어가다 좋지않은 의미 문자 ",납,목,화수
苠,"속대,대껍질, 속대 , 대껍질 , 많은 모양 , 늦되다 , 많다 좋지않은 의미 문자 ",민,목,수화
螺,"소라, 고동, 소라 좋지않은 의미 문자 ",라,수,화
乍,"잠깐, 잠깐, 언뜻, 차라리 좋지않은 의미 문자 ",사,금,금
盲,"어두울, 소경, 장님, 먼 눈, 어둡다, 빠르다 좋지않은 의미 문자 ",맹,목,수토
蟲,"벌레, 벌레 좋지않은 의미 문자 ",충,수,금토
儢,"힘쓰지 아니할, 힘쓰지 아니하다 , 내키지 않다 , 물리치다 , 게으르다 좋지않은 의미 문자 ",여,화,토
廟,"사당, 사당, 종묘, 묘당, 빈궁 좋지않은 의미 문자 ",묘,목,수
眄,"곁눈질할, 곁눈질하다, 돌아보다, 흘기다 좋지않은 의미 문자 ",면,목,수화
刺,"찌를, 찌르다, 깎아버리다, 바느질하다, 꽂다, 바늘 좋지않은 의미 문자 ",자,금,금
懦,"나약할, 나약하다, 무기력하다, 낮다, 낮아지다 좋지않은 의미 문자 ",나,화,화
澾,"미끄러울, 미끄럽다 , 미끄러지다 좋지않은 의미 문자 ",달,수,화
褯,"자리,포대기, 자리					포대기 자 좋지않은 의미 문자 ",자,목,금
齬,"어긋날, 어긋나다 , 맞지 않다 좋지않은 의미 문자 ",어,금,토
腫,"종기, 부스럼, 부르트다 좋지않은 의미 문자 ",종,수,금토
鵠,"고니,과녁, 고니, 정곡 좋지않은 의미 문자 ",곡,화,목
馘,"귀 벨, 귀를 베다 , 왼쪽 귀나 머리를 베다 , 뺨, 낯, 좋지않은 의미 문자 ",괵,수,목
柙,"우리, 우리(마구간) , 수감하다 좋지않은 의미 문자 ",합,목,토수
謹,"삼가할, 삼가다, 금하다 좋지않은 의미 문자 ",근,금,목화
噴,"뿜을, 뿜다, 재채기하다 , 코를 골다 , 꾸짖다, 불다 , 취주하다 좋지않은 의미 문자 ",분,수,수화
雀,"참새, 참새, 다갈색, 뛰다 좋지않은 의미 문자 ",작,화,금목
針,"바늘, 바늘 침, 바느질하다 좋지않은 의미 문자 ",침,금,금수
紜,"어지러울, 어지럽다 , 성하다 좋지않은 의미 문자 ",운,목,토화
蒭,"꼴(소먹이 풀), 꼴 , 꼴꾼 , 풀 먹는 좋지않은 의미 문자 ",추,목,금
耇,"늙을, 늙다 , 많다 , 오래 살다 , 검버섯 , 늙은 좋지않은 의미 문자 ",구,토,목
褸,"헌 누더기, 헌 누더기, 해진 옷, 깁다, 남루하다 좋지않은 의미 문자 ",루,목,화
紊,"어지러울, 어지럽다, 어지럽히다 좋지않은 의미 문자 ",문,목,수화
犬,"개, 개 , 남을 멸시 불용문자좋지않은 의미 문자 ",견,토,목화
斲,"깎을, 깎다 , 쪼개다 , 베다 , 새기다 , 아로새기다 , 연장 좋지않은 의미 문자 ",착,금,금목
訑,"으쓱거릴, 으쓱거리다 , 속이다 , 방종하다 좋지않은 의미 문자 ",이,금,토
廋,"숨길, 숨기다, 찾다, 세다, 모롱이 좋지않은 의미 문자 ",수,목,금
窀,"광중(무덤 구덩이), 광중 , 무덤 구덩이 , 두텁다 좋지않은 의미 문자 ",둔,수,화
鮓,"생선젓(젓갈), 생선젓 , 소금에 절인 어물 좋지않은 의미 문자 ",자,수,금
窒,"막힐, 막다, 막히다, 질소(원소의 하나), 종묘(앞에 있는) 문 좋지않은 의미 문자 ",질,수,금화
徘,"어정거릴, 노닐다 좋지않은 의미 문자 ",배,화,수
魘,"잠꼬대할, 잠꼬대하다 , 가위눌리다 , 시달리다 좋지않은 의미 문자 ",염,화,토수
猾,"교활할, 교활하다, 어지럽(히)다 좋지않은 의미 문자 ",활,토,토화
釃,"술 거를, 술을 거르다 , 나누다 , 술을 거르다 좋지않은 의미 문자 ",시,금,금
半,"절반, 반, 가운데, 한창, 반쪽을 내다 좋지않은 의미 문자 ",반,토,수화
獬,"해태, 해태(상상의 동물) , 신통한 양 좋지않은 의미 문자 ",해,토,토
沌,"엉길, 어둡다 좋지않은 의미 문자 ",돈,수,화
痧,"곽란(토하고 급성 위장병), 곽란 , 마진, 콜레라 좋지않은 의미 문자 ",사,수,금
災,"재앙, 재앙, 화재 불용문자좋지않은 의미 문자 ",재,화,금
蚱,"메뚜기, 메뚜기 , 말매미 좋지않은 의미 문자 ",책,수,금목
憾,"섭섭할, 한하다 (원통히 여기다), 섭섭하다, 원한 좋지않은 의미 문자 ",감,화,목수
脚,"다리, 다리, 밟다 좋지않은 의미 문자 ",각,수,목
篋,"상자, 상자 , 네모난 상자 좋지않은 의미 문자 ",협,목,토수
麟,"기린, 기린 좋지않은 의미 문자 ",린,토,화
嘷,"울부짖을, 울부짖다, 으르렁거리다 , 부르짖다 , 울다, 좋지않은 의미 문자 ",호,수,토
曇,"흐릴, 흐리다 , 구름이 끼다 , 먹구름 모양 , 짐새 좋지않은 의미 문자 ",담,화,화수
徭,"역사,부역, 역사 , 부역 , 노역 , 성의 하나 , 요족 좋지않은 의미 문자 ",요,화,토
塚,"무덤, 무덤, 봉토, 산꼭대기, 언덕, 크다, 맏(長) 좋지않은 의미 문자 ",총,토,금토
震,"벼락, 천둥소리, 벼락(이 치다), 흔들(리)다, 움직이다, 놀라다, 떨치다, 위엄, 지동(지진) 좋지않은 의미 문자 ",진,수,금화
潰,"무너질, 무너지다, 무너뜨리다, 문드러지다, 어지럽다, 이루다, 성취하다, 성내다 좋지않은 의미 문자 ",궤,수,목
圩,"오목할, 오목하다, 움푹 파이다, 물가, 제방, 염전 좋지않은 의미 문자 ",우,토,토
燹,"야화, 야화(들불) , 봉화(烽火) , 맞불 놓다 좋지않은 의미 문자 ",희,화,토
疫,"염병, 염병, 돌림병, 역귀 좋지않은 의미 문자 ",역,수,토목
皀,"고소할, 고소하다 , 낟알 , 낟알, 고소하다 , 낟알 좋지않은 의미 문자 ",급,금,목수
囮,"후림새(미끼용새), 후림새, 매개 , 유혹하는 좋지않은 의미 문자 ",와,토,토
罵,"꾸짖을, 욕하다, 욕(설) 좋지않은 의미 문자 ",매,화,수
攙,"찌를, 찌르다 , 날카롭다 , 돕다 , 섞다, 혜성 좋지않은 의미 문자 ",참,목,금수
貍,"삵,살쾡이, 살쾡이, 너구리 좋지않은 의미 문자 ",리,수,화
蠻,"오랑캐, 오랑캐 좋지않은 의미 문자 ",만,수,수화
蕉,"파초(풀이름), 파초, 쓰레기, 땔나무, 야위다 좋지않은 의미 문자 ",초,목,금
雺,"안개, 안개 , 아지랑이 좋지않은 의미 문자 ",몽,수,수토
惡,"미워할, 미워하다, 헐뜯다, 부끄러워하다, 어찌, 허 좋지않은 의미 문자 ",오,화,토
稂,"강아지풀, 강아지풀(한해살이풀) , 가라지 좋지않은 의미 문자 ",랑,목,화토
輟,"그칠, 그치다, 버리다 좋지않은 의미 문자 ",철,화,금화
咄,"꾸짖을, 꾸짖다 , 놀라 지르는 소리 좋지않은 의미 문자 ",돌,수,화
慷,"강개할,슬플, 강개하다, 의기가 북받쳐 원통해 하고 슬퍼하다 좋지않은 의미 문자 ",강,화,목토
潛,"잠길, 잠기다, 가라앉다, 가라앉히다, 자맥질하다 좋지않은 의미 문자 ",잠,수,금수
蹙,"닥칠,긴박할, 줄(이)다, 닥치다, 고생하다, 쫓다, 재촉하다 좋지않은 의미 문자 ",축,토,금목
瞎,"애꾸눈, 애꾸눈 , 식력이 약해 먼눈 , 눈멀다 좋지않은 의미 문자 ",할,목,토화
緶,"꿰맬, 꿰매다 , 삼을 꼬다 , 옷의 가선을 두르다 , 옷을 걷다 좋지않은 의미 문자 ",편,목,수화
異,"다를, 다르다, 딴 것, 기이하다, 뛰어나다, 달리하다, 특별하게 다루다 좋지않은 의미 문자 ",이,토,토성(姓)씨 사용
贖,"속죄할, 속죄하다, 속전을 내다, 바꾸다 좋지않은 의미 문자 ",속,금,금목
睍,"불거진눈, 불거진 눈, 훔쳐보다 좋지않은 의미 문자 ",현,화,토화
屍,"주검, 주검 , 시체 , 송장 좋지않은 의미 문자 ",시,수,금
妨,"방해할, 방해하다, 훼방하다, 거리끼다 좋지않은 의미 문자 ",방,토,수토
寃,"원통할, 원통하다, 억울하다, 원죄, 원한, 원수 좋지않은 의미 문자 ",원,목,토화
逐,"쫓을, 쫓다, 쫓기다, 달리다, 다투다 좋지않은 의미 문자 ",축,토,금목
蛛,"거미, 거미 좋지않은 의미 문자 ",주,수,금
駁,"논박할, 얼룩말, 얼룩얼룩하다, 섞이다, 치다, 논박하다 좋지않은 의미 문자 ",박,화,수목
渺,"아득할, 아득하다, 작다 좋지않은 의미 문자 ",묘,수,수
鴒,"할미새, 할미새 , 옹거(할미새) 좋지않은 의미 문자 ",영,화,토
蠱,"뱃속벌레, (인체 내의) 기생충, 곡식벌레, (남을 해치려는) 굿에 쓰는 벌레, 해독, 악기(惡氣), 굿, 의심하다, 미혹케 하다, 일(故), 괘 이름(巽下艮上) 좋지않은 의미 문자 ",고,수,목
濇,"꺼칠할, 꺼칠하다 , 껄끄럽다 좋지않은 의미 문자 ",색,수,금목
迦,"막을, 막다, 차단하다, 우연히 만나다 좋지않은 의미 문자 ",가,토,목
終,"마칠, 끝, 끝날, 끝내다, 마치다, 마침내 좋지않은 의미 문자 ",종,목,금토
詑,"으쓱거릴, 으쓱거리다 , 자랑하다 , 천박하다 , 속이다 , 가벼이 보이다 좋지않은 의미 문자 ",타,금,화
耆,"늙을, 늙다, 늙은이, 힘이 세다, 즐기다 좋지않은 의미 문자 ",기,토,목
齒,"이, 이(음식을 씹는 기관), 어금니, 나이 좋지않은 의미 문자 ",치,금,금
電,"번개, 번개, 번쩍이다, 전기 좋지않은 의미 문자 ",전,수,금화
虜,"사로잡을, 사로잡다, 포로, 종 노복, 오랑캐 좋지않은 의미 문자 ",로,목,화
迂,"멀,에돌, 굽다, 피하다, 멀다, 먼 길, 잠시 좋지않은 의미 문자 ",우,토,토
蜵,"장구벌레, 장구벌레 , 넓다 좋지않은 의미 문자 ",연,수,토화
怒,"성낼, 성내다, 곤두서다, 노하다 좋지않은 의미 문자 ",노,화,화
嘖,"들렐(떠들다), 들레다 , 말다툼하다, 외치다, 새 울다 , 처음, 새소리 좋지않은 의미 문자 ",책,수,금목
蚩,"어리석을, 얕보다, 업신여기다, 어리석다, 못생기다 좋지않은 의미 문자 ",치,수,금
吽,"짖을, 짖다, 울다 , 소리 지르다 , 으르렁거리다 좋지않은 의미 문자 ",후,수,토
辱,"욕될, 욕되다, 더럽히다, 모욕을 당하다 , 욕보이다 좋지않은 의미 문자 ",욕,토,토목
齩,"깨물, 깨물다 , 깨물어 씹다 좋지않은 의미 문자 ",교,금,목
瞋,"부릅뜰,성낼, 눈을 부릅뜨다, 성내다 좋지않은 의미 문자 ",진,목,금화
戈,"창, 창 좋지않은 의미 문자 ",과,금,목
愀,"근심할, 근심하다 , 발끈하다 , 삼가다 좋지않은 의미 문자 ",초,화,금
鉛,"납, 납, 분(화장품이름), 따르다 좋지않은 의미 문자 ",연,금,토화
浴,"목욕할, 목욕하다, 목욕, 미역, 목욕을 시키다 좋지않은 의미 문자 ",욕,수,토목
憚,"꺼릴, 꺼리다, 고달프다, 수고하다 좋지않은 의미 문자 ",탄,화,화
寢,"잠잘, 자다, 눕다, 쉬다, 잠, 능침(능묘), 방, 못생기다 좋지않은 의미 문자 ",침,목,금수
被,"입을, 이불, 머리꾸미개, 겉, 덮다, 입다, 씌우다 좋지않은 의미 문자 ",피,목,수
暈,"어지러울, 좋지않은 의미 문자 ",운,화,토화
黿,"자라, 자라 , 큰 자라 , 영원 , 별 이름 좋지않은 의미 문자 ",원,토,토화
蝟,"고슴도치, 고슴도치 좋지않은 의미 문자 ",위,수,토
粢,"기장(제사 서직), 제사에 쓰는 서직 , 곡식 , 떡 좋지않은 의미 문자 ",자,목,금
坎,"구덩이, 구덩이, 험하다, 치는 소리, 64괘의 하나, 고생하다 좋지않은 의미 문자 ",감,토,목수
飮,"마실, 마시다, 마실 것, 머금다, 잔치, 마시게 하다, 음료 좋지않은 의미 문자 ",음,수,토수
慱,"근심할, 근심하다 , 둥글다 , 근심하는 모양 좋지않은 의미 문자 ",단,화,화
罷,"마칠, 파하다, 놓다, 내치다, 물러가다 좋지않은 의미 문자 ",파,목,수
僛,"취하여 춤추는 모양, 취하여 춤추는 모양 좋지않은 의미 문자 ",기,화,목
鶄,"푸른 백로(외가리), 푸른 백로 좋지않은 의미 문자 ",청,화,금토
玧,"귀막이구슬, 귀막이 구슬, 옥빛(옥의 붉은 빛) 좋지않은 의미 문자 ",윤,금,토화
剺,"벗길(나눌), 벗기다 , 칼로 베다 , 가르다 , 나누다 , 구획하다 좋지않은 의미 문자 ",이,금,토
猨,"원숭이, 원숭이 , 짐승 이름 좋지않은 의미 문자 ",원,토,토화
瘰,"연주창(피부병), 연주창 , 가죽이 두꺼워지는 일 좋지않은 의미 문자 ",라,수,화
芽,"싹, 싹, 싹이 트다 좋지않은 의미 문자 ",아,목,토
溽,"젖을, 젖다 , 짙다 , 기름지다 , 찌다 좋지않은 의미 문자 ",욕,수,토목
撲,"부딪힐, 두드리다, 치다, 찌르다, 엎드러지다 좋지않은 의미 문자 ",박,목,수목
痳,"임질, 임질(성병) , 산증(배가 아픈 병) 좋지않은 의미 문자 ",임,수,토수
